id,age,status,sex,orientation,body_type,diet,drinks,drugs,education,height,income,offspring,pets,smokes
17507,28,0,1,0,1,1,2,1,1,68.0,0,1,0,0
17512,26,0,1,0,2,0,2,0,1,67.0,0,1,1,0
17517,54,0,0,0,2,0,4,1,1,72.0,0,2,2,0
17529,65,0,1,0,1,0,2,0,1,66.0,0,0,0,0
17538,30,0,0,0,4,0,2,0,1,71.0,0,1,1,0
17549,36,0,1,0,4,0,2,0,1,63.0,0,1,0,0
17581,37,0,1,0,0,0,2,0,1,63.0,0,0,1,0
17589,24,0,0,0,0,4,0,0,1,67.0,0,0,0,0
17593,28,0,0,0,4,0,2,0,1,77.0,0,0,1,0
17607,27,0,0,0,4,0,2,1,1,68.0,20000,1,0,4
17614,29,0,0,0,1,0,2,0,1,70.0,0,0,1,0
17616,25,0,0,0,4,1,2,1,0,76.0,0,0,2,0
17617,24,0,0,0,4,0,2,0,1,75.0,0,0,1,0
17620,27,0,1,0,4,0,1,0,1,63.0,20000,0,2,4
17623,30,3,1,2,1,0,2,0,1,63.0,0,2,0,0
17624,30,0,1,0,4,0,2,0,1,66.0,150000,1,2,0
17626,24,0,1,0,4,0,0,0,1,67.0,0,1,0,0
17630,24,0,1,2,2,0,0,0,1,67.0,0,2,0,0
17632,40,0,1,0,1,0,2,0,1,61.0,0,1,0,0
17648,40,0,0,0,4,0,1,0,2,68.0,1000000,0,0,0
17652,29,0,0,0,1,0,2,1,2,72.0,0,1,0,0
17656,24,0,1,0,4,0,2,1,1,67.0,0,0,0,3
17658,26,0,1,0,4,0,2,0,1,66.0,0,0,0,0
17660,23,0,1,0,2,0,2,0,1,66.0,0,1,1,0
17674,26,0,0,0,4,0,2,1,1,69.0,0,0,0,0
17688,29,0,1,0,2,0,2,0,2,68.0,0,2,0,0
17689,32,0,0,1,1,0,2,0,1,68.0,0,0,0,0
17692,34,0,1,0,1,0,2,0,1,63.0,0,1,0,0
17695,32,0,0,0,1,0,2,0,1,70.0,0,0,0,2
17703,34,0,0,0,1,0,3,0,1,72.0,0,0,0,2
17709,26,0,0,0,5,0,2,1,1,74.0,0,0,0,1
17712,38,0,0,0,4,0,2,0,1,68.0,70000,1,0,0
17714,37,2,1,0,2,0,2,0,3,68.0,0,1,0,0
17716,27,0,0,0,1,0,1,0,1,70.0,0,1,1,0
17719,51,0,0,0,2,0,1,0,1,68.0,0,0,2,0
17720,26,0,0,0,1,1,2,1,6,69.0,0,0,0,3
17721,51,0,0,0,1,1,0,0,1,67.0,0,0,0,0
17726,64,0,1,0,4,0,2,0,1,65.0,0,0,0,0
17730,63,0,1,0,2,4,0,0,0,63.0,0,2,2,0
17738,26,0,0,1,3,1,2,0,1,69.0,20000,0,1,0
17748,21,0,0,0,4,0,2,1,1,66.0,0,0,0,3
17762,34,0,1,0,4,1,2,0,3,65.0,20000,0,0,0
17766,22,0,0,0,4,0,4,2,1,68.0,20000,0,1,4
17768,33,0,0,0,1,1,3,0,1,67.0,20000,0,0,1
17778,35,0,0,0,2,0,2,0,1,71.0,0,2,0,0
17782,27,0,0,0,0,1,4,0,1,72.0,30000,0,0,0
17789,23,0,1,2,1,1,1,0,1,64.0,0,0,0,0
17804,32,3,1,2,1,0,3,0,1,62.0,70000,1,1,4
17809,22,0,1,0,1,0,2,0,1,65.0,0,1,1,0
17812,34,0,0,0,1,0,2,0,1,68.0,0,0,0,0
17813,40,0,1,0,2,0,2,1,1,64.0,0,0,0,0
17816,27,0,1,0,4,0,2,0,1,63.0,0,1,0,0
17834,30,0,0,0,4,0,2,0,2,65.0,0,0,0,0
17864,56,0,1,0,4,0,2,0,2,68.0,0,2,0,0
17880,30,0,1,0,4,0,2,0,1,63.0,80000,0,1,0
17889,31,0,0,0,4,0,1,0,2,71.0,0,0,1,0
17893,47,1,1,0,2,0,2,1,1,65.0,0,2,0,0
17894,51,0,1,0,2,0,1,0,1,63.0,0,0,0,0
17898,21,0,0,0,4,4,1,0,2,70.0,20000,0,5,1
17915,25,0,1,0,4,0,2,0,1,63.0,0,0,0,0
17929,29,2,1,2,0,0,2,0,1,66.0,0,2,0,1
17951,57,0,0,0,4,0,3,0,2,70.0,150000,2,0,0
17960,44,0,0,0,1,0,2,0,1,74.0,60000,2,0,0
17974,21,0,1,0,2,0,4,1,1,62.0,0,0,1,4
17975,33,0,0,0,4,0,1,0,1,66.0,50000,0,0,0
17976,58,0,0,0,4,0,0,0,2,72.0,0,3,0,0
17984,47,0,1,1,1,0,3,0,0,63.0,0,2,0,0
17992,31,2,1,0,2,0,2,0,1,69.0,0,0,0,1
18013,28,0,0,0,4,0,2,0,2,72.0,0,1,0,0
18029,29,0,0,0,1,0,3,1,1,74.0,0,1,1,1
18033,38,0,1,0,2,0,3,0,1,68.0,0,2,0,1
18043,51,0,0,0,4,0,2,0,1,71.0,0,2,0,0
18046,24,0,1,0,1,1,3,0,2,69.0,0,0,0,1
18068,37,1,0,0,1,0,1,0,1,76.0,0,2,0,0
18070,32,0,0,0,4,0,2,0,1,70.0,100000,1,1,0
18075,56,0,1,0,4,0,1,0,1,66.0,0,2,0,0
18077,33,0,1,0,2,0,2,0,2,57.0,0,1,1,0
18083,61,0,0,0,4,0,3,0,2,69.0,0,2,0,0
18090,42,0,1,0,4,0,1,0,3,66.0,0,0,1,0
18092,40,0,1,0,1,0,2,0,2,68.0,0,2,0,0
18120,28,2,0,0,2,0,2,0,6,71.0,40000,1,0,0
18126,30,0,0,0,4,0,2,0,1,70.0,0,1,0,1
18127,23,0,0,0,0,0,1,1,1,74.0,0,1,0,2
18144,23,0,1,1,3,0,2,1,1,66.0,0,1,0,2
18148,29,0,0,0,4,4,2,0,2,68.0,0,1,1,0
18192,40,0,1,0,4,0,2,0,2,64.0,0,1,0,0
18198,25,0,0,0,4,3,0,0,1,67.0,30000,1,1,0
18204,49,0,0,0,4,0,2,0,1,73.0,0,1,0,0
18217,30,0,0,0,2,0,1,0,6,67.0,0,0,0,0
18232,46,0,0,0,2,4,0,0,1,70.0,1000000,1,1,0
18233,41,0,0,0,4,0,2,0,1,70.0,80000,2,1,0
18237,24,0,0,0,2,1,2,0,2,76.0,0,0,0,0
18240,46,0,1,0,4,0,3,0,2,71.0,100000,0,0,0
18243,28,0,0,0,4,0,0,0,1,71.0,0,1,2,4
18246,46,0,0,1,4,0,2,0,1,69.0,0,0,0,3
18249,25,0,0,0,4,0,2,1,1,74.0,50000,0,0,0
18252,32,0,1,0,2,0,2,0,2,62.0,0,0,0,0
18262,32,0,1,0,1,1,3,1,1,67.0,0,2,1,0
18268,26,0,0,0,2,0,0,0,1,73.0,0,0,0,1
18274,47,0,1,0,1,0,1,0,1,64.0,0,2,0,0
18279,28,0,0,0,0,1,1,1,1,66.0,30000,0,0,0
18285,42,0,0,0,4,4,2,0,2,72.0,0,1,0,0
18288,58,0,0,0,1,1,2,0,0,69.0,100000,2,1,0
18292,44,0,1,0,4,0,2,0,1,66.0,100000,2,0,0
18299,24,0,1,0,2,1,2,0,1,66.0,0,0,0,0
18300,28,0,0,1,1,0,1,0,2,67.0,0,0,0,0
18314,31,0,0,0,5,4,2,0,1,68.0,0,1,0,0
18318,48,0,1,1,4,1,2,0,1,67.0,0,0,0,0
18321,48,0,0,0,1,0,4,0,0,70.0,100000,3,0,0
18329,23,0,0,1,1,0,2,1,1,72.0,0,0,0,2
18337,49,0,0,0,4,0,3,0,1,70.0,0,0,1,0
18339,61,0,0,0,2,0,2,0,1,71.0,80000,0,0,0
18347,29,0,1,0,4,0,2,0,1,62.0,0,1,0,0
18348,54,0,0,0,1,0,2,0,0,74.0,0,2,1,0
18349,24,1,0,0,0,4,2,1,1,73.0,20000,0,2,4
18362,41,2,0,1,2,1,1,2,1,69.0,0,0,0,0
18365,25,0,0,0,1,0,2,0,1,71.0,100000,1,1,0
18369,31,0,1,0,2,0,1,0,2,67.0,0,1,1,0
18377,26,0,0,0,2,0,3,0,1,70.0,0,0,2,0
18383,26,0,0,0,1,0,2,0,2,71.0,60000,1,1,0
18384,59,0,0,0,4,0,2,0,1,73.0,0,0,0,0
18386,23,2,1,0,4,4,2,1,6,60.0,0,0,0,3
18393,30,0,1,0,4,0,2,2,1,68.0,30000,1,1,1
18398,41,0,0,0,4,0,2,0,1,71.0,0,0,0,0
18405,26,0,0,0,0,0,3,1,6,72.0,30000,1,1,3
18406,29,2,0,0,2,0,2,1,1,78.0,20000,0,0,0
18407,21,2,0,0,1,0,2,0,1,68.0,0,0,0,0
18411,25,0,0,0,4,4,2,0,2,68.0,0,1,0,0
18427,40,1,1,2,2,0,1,0,1,66.0,0,2,0,0
18432,28,0,0,0,4,0,0,0,1,73.0,30000,0,0,3
18433,32,0,1,0,1,0,5,0,1,66.0,0,0,0,1
18434,56,0,0,0,0,0,2,1,1,71.0,0,3,2,0
18437,26,0,0,0,1,4,2,0,1,73.0,0,0,0,4
18450,23,0,0,0,2,0,2,0,1,69.0,30000,1,0,0
18452,24,0,1,0,1,0,2,0,1,66.0,0,1,0,0
18464,61,0,0,0,1,0,2,0,2,69.0,150000,0,1,0
18481,22,0,1,0,4,1,2,0,1,64.0,0,1,0,0
18483,33,0,0,0,0,0,2,1,1,71.0,1000000,0,2,0
18486,30,0,0,0,1,0,2,0,3,68.0,0,0,1,0
18493,48,2,0,0,3,0,3,0,1,70.0,150000,2,0,0
18498,27,2,1,0,2,0,2,0,1,69.0,20000,1,0,0
18504,18,0,0,0,4,0,2,1,1,82.0,20000,0,0,3
18509,30,1,1,0,2,0,0,0,2,67.0,20000,1,0,0
18511,31,0,0,0,1,0,2,1,1,70.0,0,1,0,0
18512,24,0,0,0,1,0,2,0,1,70.0,0,0,1,0
18518,33,0,0,0,2,0,2,0,0,69.0,20000,1,1,0
18525,28,0,0,0,1,0,2,0,1,74.0,70000,1,1,0
18531,33,0,0,0,4,0,1,1,2,73.0,50000,0,1,0
18532,24,0,1,0,1,0,2,0,3,64.0,20000,0,0,0
18538,27,0,1,0,5,0,2,0,1,67.0,1000000,0,0,0
18543,25,0,0,1,0,0,1,0,1,69.0,0,0,0,0
18549,69,0,1,0,1,0,2,0,6,66.0,0,0,0,0
18555,27,0,1,2,1,1,2,1,1,66.0,0,0,0,3
18556,24,1,1,2,1,1,2,1,1,75.0,0,0,2,0
18561,30,0,1,0,4,0,2,0,3,66.0,0,1,1,0
18571,30,0,0,0,4,0,2,1,1,74.0,0,0,0,0
18594,29,0,1,1,2,0,2,0,1,60.0,20000,0,2,0
18598,64,0,0,0,1,0,2,0,1,69.0,0,0,0,0
18600,46,0,1,0,1,0,1,0,1,66.0,100000,1,0,0
18608,22,0,1,0,4,0,2,0,1,64.0,0,0,0,0
18610,56,0,1,0,0,4,0,0,1,70.0,0,0,1,0
18612,43,0,0,0,2,0,2,0,2,70.0,100000,0,0,3
18615,42,1,0,2,0,0,2,1,2,70.0,0,2,2,0
18624,56,0,1,0,4,4,2,0,2,69.0,150000,2,0,0
18627,21,0,1,0,1,0,2,0,1,66.0,0,1,1,0
18644,30,0,1,0,1,0,2,0,1,72.0,60000,0,0,4
18646,36,0,1,0,2,0,2,1,1,65.0,20000,2,0,0
18648,33,0,1,0,1,0,2,0,1,63.0,0,0,1,0
18650,27,0,0,0,4,0,2,0,4,75.0,0,0,0,0
18657,25,0,0,0,0,0,3,1,1,64.0,20000,0,0,4
18658,27,1,1,0,4,1,2,1,1,71.0,0,1,0,0
18660,27,1,0,0,4,0,2,0,1,74.0,0,1,0,0
18662,47,0,0,0,4,0,3,1,1,72.0,80000,2,2,4
18665,27,0,0,0,2,0,2,0,1,70.0,30000,0,0,0
18677,28,0,1,0,4,1,2,0,5,64.0,0,0,1,0
18678,26,0,0,1,4,0,2,0,3,68.0,0,1,0,0
18698,27,0,0,0,4,0,3,0,1,73.0,60000,0,0,0
18699,38,0,1,0,4,1,1,0,1,64.0,100000,0,0,0
18703,29,0,0,0,0,0,2,0,1,75.0,0,0,0,0
18710,24,0,0,0,4,0,3,0,1,74.0,0,1,0,0
18716,53,0,1,2,2,0,3,1,2,65.0,0,0,2,0
18723,28,0,0,0,4,0,2,0,1,67.0,0,0,1,0
18727,26,0,0,0,4,0,5,0,1,72.0,0,0,1,0
18730,38,0,0,0,1,0,1,0,2,68.0,70000,1,1,0
18731,54,0,0,0,4,0,2,0,1,72.0,0,2,0,0
18733,64,0,1,1,2,0,2,0,6,69.0,0,2,1,0
18734,50,0,0,0,1,0,2,0,1,72.0,100000,2,1,0
18739,35,0,1,0,2,0,2,0,2,64.0,0,1,0,0
18745,25,0,1,0,2,0,2,0,1,62.0,0,1,0,0
18754,38,0,0,0,1,0,2,0,1,69.0,0,0,1,0
18759,54,0,0,0,4,1,2,0,3,69.0,0,0,1,0
18777,23,0,1,0,2,0,2,0,1,60.0,0,0,1,0
18781,39,0,1,0,2,0,2,0,1,63.0,0,1,0,0
18795,28,0,1,2,1,0,2,1,1,68.0,20000,0,0,0
18803,28,0,0,0,0,0,3,1,1,71.0,80000,1,1,4
18805,25,0,1,0,2,0,2,0,1,66.0,0,0,0,0
18808,25,0,1,2,2,0,4,1,0,62.0,100000,2,0,1
18840,27,0,1,0,4,0,2,0,1,67.0,0,0,0,0
18843,35,2,0,0,4,0,2,0,6,70.0,50000,2,1,0
18844,42,0,1,0,4,1,2,0,1,63.0,0,3,0,0
18845,39,1,0,2,4,0,2,1,1,74.0,0,2,0,0
18847,25,0,0,0,4,0,2,0,5,73.0,0,1,0,0
18853,32,0,0,0,4,0,2,0,2,67.0,0,1,1,0
18865,24,0,0,0,1,0,2,1,1,71.0,100000,0,0,0
18871,20,0,0,0,1,0,2,1,1,72.0,1000000,1,0,0
18873,32,0,1,0,1,1,2,0,2,62.0,0,1,0,0
18880,28,0,0,0,4,0,1,0,2,71.0,60000,0,0,0
18887,19,0,0,0,4,0,0,0,1,69.0,20000,1,1,4
18893,26,0,0,0,1,0,2,1,1,69.0,0,1,5,0
18894,32,0,0,0,4,0,2,0,1,72.0,0,1,1,0
18896,44,0,0,0,1,0,2,0,3,71.0,0,0,0,0
18898,22,2,0,0,1,0,0,0,1,69.0,0,1,2,0
18921,32,0,0,0,1,0,3,1,1,71.0,0,0,0,0
18925,38,1,0,0,4,0,2,0,3,68.0,0,2,1,0
18929,54,0,1,0,1,0,2,0,2,66.0,0,3,0,0
18934,21,0,1,1,5,4,5,1,6,66.0,20000,0,0,4
18940,27,0,0,0,1,1,2,1,1,72.0,30000,0,0,3
18946,46,0,1,1,2,0,0,0,1,66.0,0,0,0,0
18947,37,0,0,0,0,0,1,1,1,69.0,0,2,0,4
18962,45,1,0,0,4,0,0,0,1,72.0,0,3,1,0
18966,26,0,0,0,1,1,1,0,1,68.0,0,1,1,0
18970,21,0,0,0,0,0,2,0,1,66.0,0,0,1,0
18979,26,0,0,0,4,0,2,0,1,70.0,0,0,1,0
18992,30,0,0,0,4,0,2,0,1,67.0,0,0,1,0
19001,36,0,0,0,4,0,2,0,2,67.0,0,1,1,0
19005,34,2,0,1,1,0,2,0,3,69.0,0,0,1,0
19013,27,0,1,0,2,0,1,0,1,66.0,30000,2,0,0
19017,28,0,1,0,2,0,2,0,0,67.0,0,2,0,0
19020,28,0,1,0,2,0,2,0,0,67.0,20000,2,3,0
19023,33,0,1,0,1,0,2,0,1,66.0,0,1,0,0
19030,53,0,1,0,4,1,2,0,2,65.0,0,2,0,0
19031,25,0,0,0,4,0,2,1,1,70.0,50000,1,0,0
19036,29,0,0,0,1,0,2,0,1,72.0,0,1,1,1
19038,24,0,0,0,4,0,2,0,3,70.0,0,0,0,0
19047,39,0,0,0,4,0,0,0,0,69.0,40000,2,1,3
19050,33,0,0,0,4,0,2,0,1,70.0,0,0,0,0
19052,33,0,1,0,4,0,2,0,1,65.0,0,0,1,0
19062,25,0,0,1,4,0,2,0,1,66.0,0,1,1,3
19067,26,0,0,0,4,0,2,0,2,74.0,0,1,0,0
19072,31,0,0,0,2,0,2,0,1,69.0,30000,2,0,0
19084,47,0,0,0,1,0,1,0,1,74.0,100000,1,0,0
19099,30,0,0,0,4,0,2,0,2,70.0,0,0,0,0
19110,41,0,0,0,1,0,1,0,1,74.0,0,0,0,0
19123,30,0,1,0,1,0,2,0,2,62.0,50000,1,1,0
19132,18,0,1,0,5,0,0,0,1,66.0,50000,1,5,0
19140,33,0,0,0,5,0,2,1,1,69.0,40000,0,0,0
19153,49,0,0,1,1,0,2,0,3,74.0,0,2,0,0
19167,49,0,0,0,4,0,2,0,1,71.0,0,1,0,0
19168,34,0,0,0,1,0,0,0,1,71.0,50000,1,1,0
19171,34,0,0,0,4,0,3,0,1,73.0,30000,0,1,0
19174,25,0,1,2,5,0,5,1,6,65.0,1000000,0,0,3
19178,28,0,1,0,2,0,2,1,1,62.0,20000,2,0,2
19183,37,0,0,0,1,0,1,0,1,72.0,0,0,0,0
19195,48,0,1,0,4,0,2,0,1,69.0,0,0,2,0
19197,50,0,0,1,1,0,2,0,1,70.0,0,0,0,0
19205,27,0,0,0,4,0,2,0,6,76.0,0,0,0,0
19216,31,0,0,0,2,0,2,0,1,76.0,0,2,1,0
19219,19,0,1,0,0,1,1,0,1,66.0,0,1,0,0
19228,47,0,0,0,4,0,2,0,1,71.0,0,3,0,2
19232,31,0,0,0,0,1,2,0,2,68.0,0,0,0,0
19233,43,0,1,1,4,0,0,0,1,67.0,0,2,1,0
19234,23,0,1,0,1,1,2,0,2,61.0,0,1,1,0
19235,22,2,1,0,0,0,2,1,1,66.0,0,1,0,4
19237,31,0,1,0,2,0,2,0,2,65.0,0,0,1,0
19238,39,0,0,0,4,0,2,1,3,72.0,0,1,0,3
19252,37,0,0,1,4,0,2,0,1,69.0,0,0,1,0
19254,23,0,0,0,2,0,2,0,1,71.0,0,1,0,0
19257,43,0,1,0,1,1,2,0,0,64.0,0,3,0,3
19267,29,0,1,2,4,1,1,0,1,65.0,20000,0,0,0
19271,42,0,0,0,1,0,2,0,2,72.0,0,2,1,0
19277,41,0,0,0,1,4,0,0,2,72.0,150000,1,0,0
19283,20,0,0,0,1,0,2,0,0,68.0,20000,0,1,4
19293,20,0,1,2,2,1,1,0,1,71.0,30000,1,0,1
19294,67,0,1,0,1,0,2,0,1,66.0,30000,0,0,0
19299,39,0,0,0,4,0,2,0,1,72.0,150000,1,1,0
19305,18,0,0,0,4,0,0,0,1,65.0,0,0,1,0
19307,26,0,0,0,4,0,2,0,1,70.0,0,0,0,0
19318,24,0,0,0,4,0,2,0,1,74.0,0,0,1,0
19328,29,0,1,0,2,0,2,0,1,64.0,0,1,1,0
19334,39,0,1,0,1,0,2,0,1,62.0,0,0,0,0
19335,40,0,1,0,1,0,2,0,1,62.0,0,1,1,0
19351,26,0,0,0,4,0,2,0,2,70.0,80000,1,0,0
19355,31,0,0,0,4,1,2,0,2,70.0,0,1,0,0
19363,64,0,0,0,1,0,2,0,1,70.0,0,0,0,0
19364,28,0,0,0,2,0,1,0,1,71.0,20000,1,0,0
19369,50,0,0,0,1,0,2,0,1,73.0,0,3,0,0
19377,33,0,0,0,0,0,2,0,1,73.0,0,0,0,0
19380,24,0,0,0,1,4,2,0,1,70.0,0,1,0,0
19400,23,2,1,2,0,0,3,0,1,65.0,20000,0,0,3
19404,30,0,0,0,4,0,2,0,1,69.0,150000,1,0,0
19413,31,0,1,0,2,0,2,0,1,66.0,0,1,1,1
19415,45,0,1,0,1,0,2,0,1,60.0,0,0,1,0
19417,37,0,1,0,0,0,2,0,1,67.0,0,1,1,0
19432,33,0,1,0,0,0,2,0,6,65.0,0,0,0,0
19433,38,0,1,0,4,0,2,0,5,70.0,0,0,0,0
19467,25,0,1,0,0,0,2,0,1,65.0,0,1,1,0
19468,24,0,0,0,2,0,0,0,0,70.0,0,1,0,0
19472,29,0,0,0,4,0,2,0,2,70.0,0,1,1,0
19496,30,0,0,0,1,0,1,0,2,66.0,0,1,0,0
19498,18,0,1,0,2,0,2,0,0,63.0,0,1,0,0
19512,36,0,1,0,1,0,2,0,1,64.0,0,1,1,0
19513,22,0,0,0,4,0,0,0,1,74.0,20000,1,0,0
19518,23,0,0,0,1,0,0,0,1,70.0,0,0,0,0
19532,39,0,0,0,5,0,2,1,1,71.0,0,0,0,3
19540,24,0,0,0,1,0,2,1,1,69.0,0,1,1,3
19546,56,0,0,0,4,0,2,0,2,72.0,0,2,0,0
19548,36,0,0,0,1,0,2,1,1,71.0,20000,1,0,0
19554,27,0,0,0,1,0,1,1,1,66.0,20000,1,0,0
19564,30,0,0,0,0,0,3,0,1,74.0,100000,0,0,0
19565,60,0,0,0,4,0,3,0,2,72.0,0,0,0,0
19567,44,0,0,0,4,0,2,0,2,74.0,80000,2,1,0
19572,31,0,0,0,1,0,0,0,1,64.0,20000,1,1,0
19583,36,0,1,0,3,0,2,0,1,70.0,0,2,2,0
19587,42,0,0,0,1,0,1,0,2,69.0,0,2,1,0
19614,37,0,1,0,4,0,2,1,2,62.0,0,1,0,0
19619,43,0,0,0,4,0,2,0,1,68.0,60000,1,0,0
19627,46,0,1,0,4,0,2,1,1,68.0,0,2,1,0
19634,28,0,0,0,4,0,1,0,1,68.0,0,1,0,0
19636,40,1,0,0,4,0,2,1,0,72.0,0,2,0,0
19639,46,0,1,0,2,0,2,0,1,64.0,0,3,0,0
19655,51,0,0,0,4,0,1,0,2,68.0,0,2,2,0
19685,31,0,1,0,4,1,0,0,1,70.0,0,1,1,3
19693,28,0,1,0,4,0,2,0,1,66.0,0,1,0,1
19710,37,0,0,0,1,0,3,1,0,72.0,0,0,1,4
19712,45,0,1,0,2,1,2,1,3,66.0,0,0,0,3
19714,18,0,0,0,4,0,2,0,0,69.0,20000,1,0,0
19729,46,0,1,0,3,1,0,0,2,68.0,60000,0,0,0
19740,32,0,1,0,2,0,2,0,2,67.0,50000,1,0,1
19752,38,0,1,0,2,0,2,0,1,66.0,0,1,1,0
19753,32,0,0,0,4,0,2,0,1,72.0,0,1,1,0
19762,44,0,0,1,1,0,2,0,1,76.0,0,0,0,0
19766,49,0,0,0,4,0,2,1,1,74.0,0,2,0,0
19773,37,0,0,0,4,0,2,0,1,76.0,80000,0,0,0
19775,68,0,1,0,4,1,2,1,1,65.0,50000,2,0,0
19789,23,0,0,0,1,4,2,0,0,73.0,0,1,2,0
19792,66,0,1,0,1,0,0,0,1,67.0,0,2,0,0
19798,56,0,0,0,1,0,3,0,1,69.0,100000,3,1,0
19816,41,0,0,0,1,0,5,2,1,72.0,100000,0,0,0
19817,50,0,1,0,0,0,2,0,1,63.0,50000,1,1,0
19820,33,0,0,0,4,1,2,0,1,72.0,0,0,0,0
19821,62,0,1,0,1,0,2,0,1,68.0,0,0,0,0
19826,30,0,0,0,0,0,2,0,3,74.0,0,1,1,0
19830,26,2,1,0,0,0,0,0,1,64.0,30000,1,2,0
19832,32,0,0,0,4,0,2,0,1,70.0,100000,1,0,3
19851,31,0,0,0,2,0,2,0,1,76.0,0,0,0,0
19861,56,0,1,0,4,0,2,0,1,66.0,0,2,0,0
19884,38,0,0,0,4,0,0,0,1,68.0,70000,2,1,0
19886,43,0,1,0,4,0,2,0,1,60.0,0,0,0,1
19893,44,0,1,1,4,0,2,0,2,69.0,0,1,0,0
19899,38,0,0,1,4,0,2,1,1,70.0,0,1,1,2
19901,31,0,0,0,4,0,2,0,2,72.0,0,1,0,0
19910,25,0,0,0,4,0,2,0,0,53.0,20000,1,0,4
19911,37,0,0,0,4,0,2,0,1,69.0,70000,2,1,0
19913,32,0,0,0,1,4,0,0,0,68.0,20000,1,0,2
19915,37,0,1,0,2,0,2,0,6,70.0,0,0,0,3
19917,57,0,0,0,2,0,2,0,2,72.0,100000,3,0,0
19922,59,0,1,0,4,0,2,0,2,69.0,80000,0,1,0
19931,28,0,0,0,4,0,2,0,0,65.0,50000,2,1,0
19937,47,0,0,0,1,1,1,0,2,68.0,0,3,2,0
19943,36,0,1,0,4,0,2,0,5,69.0,0,2,1,0
19951,45,0,1,0,4,0,2,0,2,68.0,0,0,1,0
19954,38,0,1,0,4,0,2,0,1,64.0,0,1,2,0
19964,24,0,1,0,4,1,0,0,2,60.0,0,0,0,0
19966,58,0,1,2,2,0,2,0,2,66.0,0,2,1,0
19976,25,0,1,0,1,0,2,0,1,68.0,0,0,0,0
19992,23,0,1,0,1,0,3,1,1,67.0,0,0,0,0
19996,48,0,0,0,1,0,2,0,2,69.0,0,2,1,0
20001,18,0,0,2,0,0,2,2,1,74.0,0,1,0,3
20002,26,0,0,0,1,0,2,1,1,64.0,80000,0,0,0
20004,24,0,0,0,4,0,1,0,1,74.0,30000,1,0,0
20005,27,0,1,0,2,0,2,1,1,62.0,20000,0,0,4
20024,33,0,0,0,4,0,2,0,1,79.0,150000,0,1,0
20027,49,1,0,2,2,0,2,0,1,76.0,0,2,0,0
20038,64,0,1,0,0,0,2,0,1,68.0,0,3,2,0
20040,20,0,1,0,1,0,0,0,0,66.0,20000,1,0,0
20046,20,0,0,0,1,0,2,1,1,66.0,0,0,0,0
20048,32,0,0,1,4,1,1,1,1,71.0,0,1,1,0
20062,32,0,1,0,4,0,2,0,2,65.0,0,1,1,0
20067,27,0,0,0,1,1,2,1,1,70.0,20000,0,0,1
20068,26,0,1,0,1,0,1,0,2,65.0,0,0,1,0
20071,27,0,0,0,4,0,3,1,0,82.0,0,0,0,0
20076,45,0,0,0,4,0,2,0,1,68.0,100000,2,1,0
20081,34,0,1,0,4,4,2,0,2,65.0,0,1,0,0
20084,41,0,1,0,1,1,1,0,2,64.0,0,0,0,0
20091,61,0,0,0,4,0,2,0,1,70.0,0,0,1,0
20104,59,0,0,0,4,4,2,0,1,73.0,70000,0,1,2
20112,25,0,0,0,0,1,0,0,1,72.0,0,0,0,0
20116,45,0,0,1,1,0,2,0,1,65.0,50000,2,1,2
20119,68,0,1,0,1,0,2,0,1,63.0,0,3,1,0
20129,34,0,0,0,0,0,2,1,1,72.0,60000,1,0,2
20131,28,0,1,0,1,0,3,0,2,65.0,0,0,1,0
20133,30,0,0,0,4,0,2,1,2,72.0,0,1,0,0
20135,24,0,0,0,1,0,2,0,0,71.0,0,0,1,0
20139,28,0,0,0,1,0,5,1,1,67.0,0,0,1,2
20142,21,0,0,0,1,0,2,0,1,73.0,0,0,0,3
20144,29,0,0,0,4,0,0,0,1,69.0,0,1,1,0
20146,20,0,0,0,4,0,0,0,1,67.0,20000,1,0,0
20148,18,0,0,0,4,0,1,0,0,74.0,20000,1,1,3
20156,24,0,0,0,4,0,2,0,1,72.0,0,0,0,1
20167,31,0,0,0,4,0,3,0,4,73.0,100000,0,0,3
20171,33,0,0,0,1,0,1,1,0,68.0,0,2,0,2
20192,52,0,1,0,4,1,1,0,4,70.0,0,2,1,0
20193,24,0,1,2,1,0,5,1,1,70.0,0,1,1,0
20205,32,0,1,0,4,0,2,0,2,67.0,0,1,0,0
20209,56,0,0,0,4,0,2,0,1,66.0,20000,1,0,0
20215,54,0,1,1,0,0,2,0,1,63.0,0,0,0,0
20218,32,0,1,0,4,0,1,0,4,66.0,0,0,1,0
20224,64,0,1,0,2,0,1,1,0,67.0,0,2,0,0
20227,46,0,0,1,5,0,2,0,1,70.0,0,0,0,0
20229,46,0,1,0,1,0,2,0,1,65.0,0,0,0,0
20230,28,0,1,0,4,0,1,0,1,69.0,0,1,1,0
20233,40,0,0,1,4,0,2,0,2,71.0,0,0,0,0
20239,35,0,1,0,4,4,1,0,1,62.0,0,1,0,0
20243,43,0,1,0,4,0,2,0,1,66.0,0,1,0,0
20254,42,2,0,0,1,0,2,1,1,70.0,100000,0,0,0
20260,31,0,0,0,1,0,2,0,1,74.0,20000,0,2,4
20271,20,0,1,0,2,0,2,1,1,66.0,20000,0,0,4
20276,51,2,0,0,4,1,2,0,4,70.0,250000,0,0,0
